path,module,name,line,length
sentinel-control/services/sentinel-core/tests/test_browser_runtime_unification_l5_l6_dispatch_lock.py,tests.test_browser_runtime_unification_l5_l6_dispatch_lock,test_runtime_executes_l6_non_sensitive_form_submit_with_persisted_l5_session,417,83
sentinel-control/services/sentinel-core/tests/test_governed_mutation_artifact_channel_v3.py,tests.test_governed_mutation_artifact_channel_v3,test_v3_runner_separates_control_and_mutation_lanes_for_c_a1,462,83
sentinel-control/services/sentinel-core/sentinel/operator/channel_adapter.py,sentinel.operator.channel_adapter,ingest_inbound,255,82
sentinel-control/services/sentinel-core/sentinel/operator/desktop_sidecar.py,sentinel.operator.desktop_sidecar,execute_action,428,82
sentinel-control/services/sentinel-core/sentinel/operator/interactive_exploration_read_only.py,sentinel.operator.interactive_exploration_read_only,execute_snapshot_tool,527,82
sentinel-control/services/sentinel-core/sentinel/organs/browser/contract.py,sentinel.organs.browser.contract,build_browser_organ_contract,14,82
sentinel-control/services/sentinel-core/sentinel/organs/browser/visual_observation.py,sentinel.organs.browser.visual_observation,create,53,82
sentinel-control/services/sentinel-core/sentinel/agent/llm/memory_bridge.py,sentinel.agent.llm.memory_bridge,_entry_from_item,378,82
sentinel-control/services/sentinel-core/sentinel/agent/organs/local_artifact_executor.py,sentinel.agent.organs.local_artifact_executor,rollback,389,82
sentinel-control/services/sentinel-core/tests/test_memory_not_authority_property.py,tests.test_memory_not_authority_property,test_runtime_boundary_detects_allowed_actions_drift,211,82
sentinel-control/services/sentinel-core/tests/operator/test_power_pack1_model_led_task_loop.py,tests.operator.test_power_pack1_model_led_task_loop,test_power_pack1_loop_executes_read_only_channel_read_only_finish_and_replays_without_reexecute,40,82
sentinel-control/services/sentinel-core/tests/perf/caches/test_safety_invariants_property.py,tests.perf.caches.test_safety_invariants_property,test_delta_state_engine_rejects_out_of_envelope,617,82
sentinel-control/services/sentinel-core/sentinel/agent/runtime.py,sentinel.agent.runtime,_build_replan_packet,775,81
sentinel-control/services/sentinel-core/sentinel/organs/authority.py,sentinel.organs.authority,evaluate,63,81
sentinel-control/services/sentinel-core/sentinel/agent/model_execution/budget.py,sentinel.agent.model_execution.budget,preflight,96,81
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_readonly_organ_v1.py,sentinel.agent.organs.browser_readonly_organ_v1,_make_receipt,860,81
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_session_manager_l5_live.py,sentinel.agent.organs.browser_session_manager_l5_live,devtools_metadata_for_session,628,81
sentinel-control/services/sentinel-core/tests/test_browser_session_manager_l5_live.py,tests.test_browser_session_manager_l5_live,test_live_browser_session_promotes_bounded_multitab_with_receipts,133,81
sentinel-control/services/sentinel-core/sentinel/cli.py,sentinel.cli,_run_browser_trajectory_demo,1176,80
sentinel-control/services/sentinel-core/sentinel/agent/final_gate.py,sentinel.agent.final_gate,_llm_context_pack_and_tool_intent_contract,2716,80
sentinel-control/services/sentinel-core/sentinel/agent/review_loop.py,sentinel.agent.review_loop,review_plan,68,80
sentinel-control/services/sentinel-core/sentinel/agent/runtime.py,sentinel.agent.runtime,_apply_final_gate,3170,80
sentinel-control/services/sentinel-core/sentinel/agent/browser/cortex.py,sentinel.agent.browser.cortex,_action_recommendations,413,80
sentinel-control/services/sentinel-core/sentinel/agent/organs/browser_operator_agent_l4_l5_live.py,sentinel.agent.organs.browser_operator_agent_l4_l5_live,execute,226,80
sentinel-control/services/sentinel-core/tests/perf/caches/test_token_budget_enforcement_property.py,tests.perf.caches.test_token_budget_enforcement_property,test_mission_warning_fires_exactly_once_at_threshold_crossing,390,80
